id;created_at;full_text
396;2020-04-09 22:55:40+00:00;"RT @LanceRoberts: $JPM has stopped making Small #Business #Loans outside of those #guaranteed by the #Government. 
F.U.C.K. Y.O.U.
We baile…"
397;2020-04-09 22:55:38+00:00;RT @me_think_free: Has the market bottomed out yet? #StockMarket #Stocks #Dow #MAGA #Qanon #KAG
398;2020-04-09 22:55:32+00:00;"$TWTR #TWTR #Twitter #Facebook #Instagram #SnapChat #SocialMedia
#Trump
#Trading #Stocks #investing #Money #TechnicalAnalysis #Price https://t.co/iK0NgHrv1m"
399;2020-04-09 22:55:27+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
400;2020-04-09 22:55:22+00:00;@1thebusinesskid More $XOM and $SQ
401;2020-04-09 22:55:15+00:00;"RT @HopskotchT: Friday Market Recap: What a BANGING week to be DYNAMIC! 
$BA $AAL $DAL $UAL $LUV $JBLU $JETS $TSLA $USO $GLD $SKT $WPG $GML…"
402;2020-04-09 22:54:57+00:00;"RT @QContrarian: whoa, this is big👇👇... banks prepping to take over assets of #oil &amp; gas companies as they prepare for them to start going…"
403;2020-04-09 22:54:51+00:00;"$SHOP #SHOP #Shopify #Ecomerce #Shopping 
#eBay #Etsy #Amazon #Competition
#Trading #Stocks #investing #Money #TechnicalAnalysis #Price https://t.co/1vIgTnMYUd"
404;2020-04-09 22:54:44+00:00;RT @patiencetrader: 3 Day Weekend $SPY $SPX https://t.co/EtzA1g2URw
405;2020-04-09 22:54:30+00:00;Student Loan Debt Statistics for 2019 @themotleyfool #stocks  https://t.co/bsIFnluNdA
406;2020-04-09 22:54:28+00:00;The most widely held equity product in the world no longer tracks its underlying index. $spy $spx $es_f https://t.co/ziXPHgqF74
407;2020-04-09 22:54:18+00:00;"$CYDY $AMRN $ACST $NNVC $BIIB $GILD $AVXL

Investors Fleeing CytoDyn Missing the Golden Nugget from the BLA Delay

#cydy #cytodyn #biotech #stocks #pennystocks #coronavirus #investing #news https://t.co/oxM8HJapD2"
408;2020-04-09 22:53:57+00:00;RT @danielnewmanUV: A conversation with Satish Thomas, Director of Product Management for @MSFTDynamics365. Deep dive into the future of #C…
409;2020-04-09 22:53:44+00:00;"USA is bankrupt, country in a DEEP DEPRESSION, 
Pres &amp; VP are PROUD!

$DAX $SPX"
410;2020-04-09 22:53:37+00:00;"⁦@BankofAmerica⁩ the first bank caught up screwing struggling biz owners. $BAC is prioritizing its own customers over others; so now they’re being dragged to court... If banks start messing go to your #congress rep, send big bro after them
#investing https://t.co/Rl9timDp6L"
411;2020-04-09 22:53:09+00:00;all we hear is that its leveling off, ever since last Sundays low number.. the high new case day was Apr 4, 34196... guess what, we are going to have a new high case day, Apr 9. $SPX
412;2020-04-09 22:53:02+00:00;"RT @MDLive4: Understanding how Smart Money on Wall Street works is valuable.  Watch This Video by @pennypirate88 for more info!  
#DarkPool…"
413;2020-04-09 22:53:01+00:00;$AMZN - Amazon to Begin Testing Workers for New Coronavirus https://t.co/cnhOzs99hb
414;2020-04-09 22:53:01+00:00;RT @kelvo1972: $AMD finished off the week with a nice hunnit % hit on $AMD. Took next fridays Expiry, and got a real nice premium push on f…
415;2020-04-09 22:52:42+00:00;"RT @exis10tial: Very consequential and constructive  development..

$SPX $ES_F $WTI #COVID19"
416;2020-04-09 22:52:41+00:00;#stocks Where is the #Stockmarket headed next?  https://t.co/RadPlBMTE3 https://t.co/YhrxWALpYK
417;2020-04-09 22:52:34+00:00;"RT @LanceRoberts: $JPM has stopped making Small #Business #Loans outside of those #guaranteed by the #Government. 
F.U.C.K. Y.O.U.
We baile…"
418;2020-04-09 22:52:29+00:00;"$SPX as posted yesterday at 8:03 AM PST, targets for SPX were 2760-2800-2820 for Minor 3, it made it to 2818.57 today. And SPX did not breach 2693.23 before meeting the target.
For ES they were 2775-2828 made it to 2809.50.
Adjusted to Minute[ii] and [iv] of Minor 3 yesterday. https://t.co/kpdqinh5jF"
419;2020-04-09 22:52:19+00:00;"$PFE:

New Insider Filing on PFIZER INC's

Executive Vice President

RADY A JOHNSON:

https://t.co/BrcdiS255c"
420;2020-04-09 22:52:18+00:00;"Friday Market Recap: What a BANGING week to be DYNAMIC! 
$BA $AAL $DAL $UAL $LUV $JBLU $JETS $TSLA $USO $GLD $SKT $WPG $GMLP $PEI $ES $SPX $SPY $QQQ $NQ $VX $VIX $GC $GLD $SI $SLV $HG
Trade safe and stay safe my friends!   💪💸😷 @MDLive4 https://t.co/TS9Ln4jXit"
421;2020-04-09 22:52:06+00:00;"RT @LanceRoberts: $JPM has stopped making Small #Business #Loans outside of those #guaranteed by the #Government. 
F.U.C.K. Y.O.U.
We baile…"
422;2020-04-09 22:51:44+00:00;"RT @eliteoptionsin: Daily recap

15/17 WINNERS THIS WEEK!!!

$SPY $IWM $OXY $USO $AMZN $AAPL $ZM $NFLX $SHOP $TSLA

Email for private chat…"
423;2020-04-09 22:51:43+00:00;$SPY, $SPX: Back in the UP channel, REL strength still RED, Trend Signal not triggered yet and running into resistance at 282 and 292. https://t.co/1BkQC7etR1
424;2020-04-09 22:51:35+00:00;RT @kylewdennis: Oh you know, just a $7000 day so far...AND I'm staying in shape! Trading really is as easy as riding a bike! https://t.co/…
425;2020-04-09 22:51:23+00:00;"$COST #COST #Costco #Food #Fashion #Shopping
#Warehouse #Jobs #WholeSale #Jewelry
#Trading #Stocks #investing #Money #TechnicalAnalysis #Price https://t.co/q1C3SKVoJc"
426;2020-04-09 22:51:02+00:00;"Daily recap

15/17 WINNERS THIS WEEK!!!

$SPY $IWM $OXY $USO $AMZN $AAPL $ZM $NFLX $SHOP $TSLA

Email for private chat and student  access. https://t.co/7eoJtf0BRa"
427;2020-04-09 22:50:50+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
428;2020-04-09 22:50:44+00:00;"RT @eWhispers: Some confirmed #earnings dates for April 

https://t.co/lObOE0dgsr 

$CHWY $WBA $NFLX $KMX $STZ $BAC $LW $JPM $F $INTC $GE $…"
429;2020-04-09 22:50:32+00:00;"$UBER #UBER #UBERstock #UBERpromo #UBEReats
#UBERcode #LYFT #Driver #Ride
#Trading #Stocks #investing #Money #TechnicalAnalysis #Price https://t.co/Nyn3AIewVG"
430;2020-04-09 22:50:15+00:00;"Union Pacific $UNP Price Target Lowered to $163.00 at JPMorgan Chase &amp; Co. https://t.co/4sLHdSOPPN #stocks"
431;2020-04-09 22:50:07+00:00;@OptionPit If I had crystal ball, I would say there will be some risk off $SPX into the 50MA and a bounce off $VIX 50MA
432;2020-04-09 22:50:04+00:00;"When does Trump start tweeting about the stock market again? Might as well after this week.

$SPX"
433;2020-04-09 22:49:59+00:00;VIDEO - $CYDY Stock Technical Analysis - 04-09-2020 - watch here: https://t.co/DMY80mZwK3 #stock #stocks #stocktrading
434;2020-04-09 22:49:58+00:00;".@MCPS i was ready to buy a house after months of searching, an amazing house! but a friend saved me and my kid! We would have to go to Travilah Elementary school @TravilahES and guess what? There are 2 AT&amp;T, $T cell towers 140 feet away from the school! Crime! I will pray! https://t.co/kHYRoAZOV5"
435;2020-04-09 22:49:50+00:00;RT @Northst18363337: Gold moving up #gold #silver #preciousmetals #GDX #GDXJ #HUI #business #finance #investments #stockmarket #fintwit #st…
436;2020-04-09 22:49:40+00:00;"RT @NorthmanTrader: And yet $SPX is trading higher than it did at the end of May 2019.
#efficientmarkettheory https://t.co/KGgCd83FkJ"
437;2020-04-09 22:49:38+00:00;RT @supreed: Global stocks recovery has the bulls looking for bullish setup for entry despite COVID-19 lock down and much of the US economy…
438;2020-04-09 22:49:34+00:00;"Understanding how Smart Money on Wall Street works is valuable.  Watch This Video by @pennypirate88 for more info!  
#DarkPools #SmartMoney $SPY $SPX $QQQ $USO #oil #DayTrading #OptionsTrading #SwingTrading #Stocks #Options #StockMarket #Investing 
https://t.co/fD6Efp9Gse"
439;2020-04-09 22:49:06+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
440;2020-04-09 22:49:06+00:00;"RT @AaronGreenspan: My opinion:

$CACC is a zero.
$TSLA is a zero.
$HLF is a zero.
$TLRY is a zero.
$BYND is a penny stock.
$SHOP is a $3 s…"
441;2020-04-09 22:49:03+00:00;RT @TommyThornton: Added back 5 ETF shorts late in the day.  I'll fight the Fed at $SPX 2800 with likely 20% unemployment
442;2020-04-09 22:49:03+00:00;"RT @QContrarian: whoa, this is big👇👇... banks prepping to take over assets of #oil &amp; gas companies as they prepare for them to start going…"
443;2020-04-09 22:48:43+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
444;2020-04-09 22:48:41+00:00;Would you spend $2 more a gallon of gasoline if you knew it was Oil only from the USA? $wtic $brent $spx $qqq $djia $uso $opec
445;2020-04-09 22:48:31+00:00;"RT @AaronGreenspan: My opinion:

$CACC is a zero.
$TSLA is a zero.
$HLF is a zero.
$TLRY is a zero.
$BYND is a penny stock.
$SHOP is a $3 s…"
446;2020-04-09 22:48:26+00:00;"whoa, this is big👇👇... banks prepping to take over assets of #oil &amp; gas companies as they prepare for them to start going into bankruptcy. creating independent companies to oversee these assets

#investment #investing #stocks #bonds #investors #investments #oott https://t.co/7eQ8gXnCyL"
447;2020-04-09 22:48:07+00:00;RT @CNBCClosingBell: Into the close! @Stephanie_Link's last chance trade is UnitedHealth. $UNH https://t.co/3yljcBdeUd
448;2020-04-09 22:47:38+00:00;RT @SeekingAlpha: $DIS - Disney's Streaming Ambitions Are Bearing Fruit. https://t.co/xfNBhz2RvQ #markets #economy #investing
449;2020-04-09 22:47:37+00:00;"RT @LanceRoberts: $JPM has stopped making Small #Business #Loans outside of those #guaranteed by the #Government. 
F.U.C.K. Y.O.U.
We baile…"
450;2020-04-09 22:47:24+00:00;"Global chess pieces making moves
$SPX $SPY $QQQ $TQQQ $GLD

https://t.co/4sKgmCILiA"
451;2020-04-09 22:47:21+00:00;"RT @KimbleCharting: S&amp;P repeating 2000 &amp; 2007 patterns almost exactly? So far the first counter-trend rally is coming in right on schedule!…"
452;2020-04-09 22:47:21+00:00;"@Fxhedgers The executives got paid a decent amount by the #buybacks done in the past. 

In good time buy back shares using the entities' money, and in bad time use the #taxpayers payers' money to get #recapitalized.

""Great deal"" for the average #Americantaxpayer. #SPX500 #USO #Fed #Jets"
453;2020-04-09 22:46:54+00:00;RT @davidj_french: A seismic shift is coming: Four of the biggest lenders to US shale are setting up companies that would allow them to sei…
454;2020-04-09 22:46:44+00:00;@Find_Me_Value I believe someone tweeted that $DIS isn't taking RSVPs until June 1st as well. Likely longer actually. I believe theme parks, concerts, sports, etc will be among the last places to open up. But hey, I also thought the market would go down after staring down 14% unemployment.
455;2020-04-09 22:46:40+00:00;"Very consequential and constructive  development..

$SPX $ES_F $WTI #COVID19 https://t.co/u61jtxmjML"
456;2020-04-09 22:46:31+00:00;CARES Act: Why Quality Screening Is Now More Important Than Ever $HYG $IEF $SPX https://t.co/oh3ubyRUxF
457;2020-04-09 22:46:25+00:00;RT @quakes99: Ux #Uranium Futures moved further above US$29 overhead resistance today 🥊 to close UP 35c +1.2% at US$29.45/lb for April Cont…
458;2020-04-09 22:46:25+00:00;"$JNJ
Type: Vaccine
Name: TBD
Background: J&amp;J announced Feb. 11 it was working with BARDA to test its vaccine candidate, with each organization providing $1 billion for research and development and the public-health organization funding the Phase 1 trials."
459;2020-04-09 22:46:25+00:00;RT @SeekingAlpha: $DIS - Disney's Streaming Ambitions Are Bearing Fruit. https://t.co/xfNBhz2RvQ #markets #economy #investing
460;2020-04-09 22:46:09+00:00;RT @davidj_french: A seismic shift is coming: Four of the biggest lenders to US shale are setting up companies that would allow them to sei…
461;2020-04-09 22:46:04+00:00;"A federal appeals court on Thursday revived nationwide litigation accusing #Facebook Inc ( $FB) of violating users’ #Privacy rights by #Tracking their INTERNET ACTIVITY even after they logged out of the #SocialMedia website

PS: #DeleteFacebook👍&gt; #SpyGate
https://t.co/Oxa0De4wVF"
462;2020-04-09 22:46:01+00:00;VIDEO - $SDPI Stock Technical Analysis - 04-09-2020 - watch here: https://t.co/epTGurfTAu #stock #stocks #stocktrading
463;2020-04-09 22:46:00+00:00;$BIOC Biocept stock with a nice high trade quality setup and move higher off 0.28 double support area, from Stocks To Watch , see https://t.co/4ZLQMBUsxp #stocks https://t.co/ZG5PVmOd1Q
464;2020-04-09 22:45:10+00:00;"Ripping us into 50% retrace 

During a recession 

Making investors believe the FED won’t let this drop creating some bull euphoria 

Is EXACTLY what needed to be done to drop the ass out of this after everyone n their brother was a 🐻

$SPY $NDX $DJI $AAPL $AMZN $FB $DIS $NFLX"
465;2020-04-09 22:44:50+00:00;"RT @CanteringClark: My opinions as always, plus a brief breakdown of my style and approach and thoughts on current events.

$BTC $ES $SPX…"
466;2020-04-09 22:44:29+00:00;RT @RedDogT3: Lots of topping tails developing into this major $spx resistance zone. Or at least Doji’s that should lead to some type of re…
467;2020-04-09 22:44:26+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
468;2020-04-09 22:44:17+00:00;"$AAPL:

New Insider Filing on Apple Inc.'s

Senior Vice President, CFO

LUCA MAESTRI:

https://t.co/shaYCOTKd2"
469;2020-04-09 22:44:17+00:00;RT @rudevgan: This is amazing!!! This website tracks all the stock trades US Senators are making. #investments #markets #data #stocks #sena…
470;2020-04-09 22:44:07+00:00;$UDR #UDR Udr Inc: 1 director sold: A director at Udr Inc sold 10,000 shares at 40.000USD and the significance rating of the trade was 54/100. Is that information sufficient for you to make an investment decision? This report gives… https://t.co/TxC34Zinob #equity #stocks
471;2020-04-09 22:44:06+00:00;$CNC #Centene Corp. Centene Corp: 1 director sold: A director at Centene Corp sold 35,000 shares at 63.439USD and the significance rating of the trade was 68/100. Is that information sufficient for you to make an investment decision? This… https://t.co/jMV8WL2oCy #equity #stocks https://t.co/B2D21j8Ssi
472;2020-04-09 22:44:04+00:00;$MKL #Markel Corp. Markel Corp: 1 director sold: A director at Markel Corp sold 400 shares at 1,000.000USD and the significance rating of the trade was 53/100. Is that information sufficient for you to make an investment decision? This… https://t.co/l3V0HOHYmG #equity #stocks
473;2020-04-09 22:44:00+00:00;"RT @HumbledTrader18: Q&amp;A: When is the best time of the day to day trade? 

Watch this is to learn when and click the link to see the full v…"
474;2020-04-09 22:43:53+00:00;"https://t.co/9VjKMnpm7n

#Huntsman_Corp Huntsman up 7.6% = $234.7 million gain. At $3.1 billion marketCap, $HUN represents 23.6% of the $13.1 billion #NASDAQ/#NYSE #diversified #chemicals industry.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE https://t.co/SoQj6sYfU3"
475;2020-04-09 22:43:45+00:00;April 9-10 Ichimoku Review $SPX $AAPL  $WHR $CAT McClellan doing what it did in Jan 2019 https://t.co/quCsUdaltM
476;2020-04-09 22:43:42+00:00;"RT @pennypirate88: Smart Money knows better, &amp; you can too.  Learn how to trade using Dark Pool levels &amp; watch this Video! 
#DarkPools #Ord…"
477;2020-04-09 22:43:40+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
478;2020-04-09 22:43:39+00:00;I don't wanna jinx it, but it looks like the spread between the June $QR_F and June $ES_F (2:1 ratio) could've made a double bottom. It needs to clear the March 23rd bounce high to confirm it. If that happens, I may add to the long position. #smallcaps $IWM $RUT $SPY $SPX https://t.co/0dx217nNOi
479;2020-04-09 22:43:31+00:00;"RT @ElCryptoChief: S&amp;P 500 | $SPX500USD | $SPX500 $USD

spx futures

Long or short it with BTC on Trade8: https://t.co/Yn1WyxNZRV https://t…"
480;2020-04-09 22:43:22+00:00;"Fed Fires Bazooka To Save Economy - https://t.co/OHw2KhXDW0
$SPY $DJIA $QQQ #stocks #stockmarket #CNBC #recession #podcast #FederalReserve"
481;2020-04-09 22:43:15+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
482;2020-04-09 22:43:11+00:00;"RT @AaronGreenspan: My opinion:

$CACC is a zero.
$TSLA is a zero.
$HLF is a zero.
$TLRY is a zero.
$BYND is a penny stock.
$SHOP is a $3 s…"
483;2020-04-09 22:43:10+00:00;"RT @Northst18363337: Newmont +12%
Barrick +9%
Yamana  +8%
Kinross +7%
Americas Gold &amp; Silver +7%
Agnico Eagle +6%
Franco Nevada +6%

Gold &amp;…"
484;2020-04-09 22:43:06+00:00;"RT @PeterLBrandt: $SPX 

Load released https://t.co/3X1fasBjBD"
485;2020-04-09 22:43:05+00:00;Start investing with Acorns today! Get $5 when you use my invite link: https://t.co/ncnoejxF9n #investment #stocks #MarriedAtFirstSight #SafetyFirst https://t.co/YurXgZ2yUp
486;2020-04-09 22:43:03+00:00;RT @apollotradingsd: $SPX permabulls just shat themselves. I think most of them genuinely thought we were supposed to go straight to 3,000…
487;2020-04-09 22:42:49+00:00;"RT @ElCryptoChief: S&amp;P 500 | $SPX | $SPX500 $USD

End of the Bear Market Rally

Long or short it with BTC on Trade8: https://t.co/Yn1WyxNZR…"
488;2020-04-09 22:42:14+00:00;$DIS - Disney's Streaming Ambitions Are Bearing Fruit. https://t.co/xfNBhz2RvQ #markets #economy #investing
489;2020-04-09 22:42:08+00:00;"$AAPL CFO Luca Maestri DUMPS $10.8 MILLION WORTH OF SHARES

https://t.co/KAOZZ5sT0o"
490;2020-04-09 22:42:06+00:00;Value Investors: Time To Get Back To Basics $BBY $COST $SPX $SFM $TPH https://t.co/oGhGf4ZKmD
491;2020-04-09 22:42:01+00:00;"S&amp;P 500 | $ES1! | $SPX500 $USD

The Bubble Finally Pops

Long or short it with BTC on Trade8: https://t.co/MIe9xnmvtO https://t.co/qY1nafJxCG"
492;2020-04-09 22:41:58+00:00;RT @desert_of_life: $AAPL looks like it's going to rip through 270. https://t.co/j4bUvD5Ojh
493;2020-04-09 22:41:42+00:00;TD Securities Trims Comcast $CMCSA Target Price to $45.00  https://t.co/vdfNXRBTYw
494;2020-04-09 22:41:39+00:00;"@JacksonStewal They must've thought 2019 Q3 was a depression because we're back to that price. $SPX

Ridiculous."
495;2020-04-09 22:41:38+00:00;TD Securities Cuts Comcast $CMCSA Price Target to $45.00 https://t.co/9ztJS7XMiM
496;2020-04-09 22:41:37+00:00;RT @LaMonicaBuzz: JPMorgan Chase CEO Jamie Dimon unsurprisingly has a very gloomy outlook for the US economy. But he says $JPM is ready to…
497;2020-04-09 22:41:28+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
498;2020-04-09 22:41:08+00:00;"RT @mrtrader_ewp: https://t.co/SI2FkDVlCf

.

cooming soon ...

.

#dolar

#usdtry #dolartl #dollar #abddoları #dolarkuru #döviz #kur #fore…"
499;2020-04-09 22:41:05+00:00;RT @davidj_french: A seismic shift is coming: Four of the biggest lenders to US shale are setting up companies that would allow them to sei…
500;2020-04-09 22:41:03+00:00;Elliott Wave Video $ES $SPY #SP500 economy $NDX trading Day Trading 27 technical analysis #macroeconomics   https://t.co/JryNcq7dRB https://t.co/ffRkz28903
501;2020-04-09 22:41:01+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
502;2020-04-09 22:40:50+00:00;Visa $V PT Raised to $194.00 at Citigroup https://t.co/y79a9SyEPP #stocks
503;2020-04-09 22:40:47+00:00;If I would have listen, to the stupid simpleminded foolss.. I would have lost alot more money.. #Stocks
504;2020-04-09 22:40:39+00:00;RT @luke_sosnowski: Great week's end over at #TRICKTRADES $FB respecting levels with standard risk beautifully, daily nut accomplished. htt…
505;2020-04-09 22:40:17+00:00;VIDEO - $USWS Stock Technical Analysis - 04-09-2020 - watch here: https://t.co/fVfwBjgqs0 #stock #stocks #stocktrading
506;2020-04-09 22:40:13+00:00;"RT @warrior16win: Happy Easter weekend folks! 
Enjoy the family time 😆 and stay safe 

$SPX $LK $SPY $SBES $SPOM $FONU $KWBT $RVDO $GRNF $G…"
507;2020-04-09 22:39:56+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
508;2020-04-09 22:39:33+00:00;"RT @QuantifiablEdgs: NYSE Up Issues % set to close &gt; 70% for the 4th day in a row. Rare breadth strength showing. Here are a list of all ot…"
509;2020-04-09 22:39:27+00:00;Home Depot $HD Price Target Raised to $215.00  https://t.co/421WN61g8Q
510;2020-04-09 22:39:03+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
511;2020-04-09 22:38:54+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
512;2020-04-09 22:38:46+00:00;US markets for week 4/13-17: $spy $dia $uso $gld $iwm $ezu $smh $fxi $xly $xle $xlf $xlk $xlp $xlb $xli $xlu $xlv $jpm $dis $axp $gs $V $hd $wmt $mmm $wba $ba $cat $ibm $aapl $jnj $nflx $tsla $twtr $amzn $pfe $mrk $unh $ups $mat $tpr $aal $fslr $cvx $xom $slb $gm $pypl $sina $Z
513;2020-04-09 22:38:46+00:00;"RT @realSologenic: Sologenic Lists 30 Securities Exchanges For #Stocks Tokenization 💪 

Read more about this via @Coin_Report https://t.co/…"
514;2020-04-09 22:38:38+00:00;$AAPL Apple Inc. SEC Filing: Form 4 https://t.co/rWkqlzqspO
515;2020-04-09 22:38:00+00:00;"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…"
516;2020-04-09 22:38:00+00:00;"RT @ElCryptoChief: S&amp;P 500 | $SPX500USD | $SPX500 $USD

spx futures

Long or short it with BTC on Trade8: https://t.co/Yn1WyxNZRV https://t…"
517;2020-04-09 22:37:44+00:00;Home Depot $HD Price Target Raised to $215.00 https://t.co/HoODGSKaMx
518;2020-04-09 22:37:43+00:00;RT @quakes99: Ux #Uranium Futures moved further above US$29 overhead resistance today 🥊 to close UP 35c +1.2% at US$29.45/lb for April Cont…
519;2020-04-09 22:37:40+00:00;The clearest indication yet that U.S. banks' credit lines with oil and gas companies are deep underwater. $JPM $WFC, $BAC $C are each preparing to operate energy assets they seize https://t.co/z0yi3lYvoh
520;2020-04-09 22:37:26+00:00;Airline industry package to be proposed this weekend: coronavirus briefing $PFE #coronavirus #COVID2019 https://t.co/GH8TpG6Aw1
521;2020-04-09 22:37:13+00:00;RT @TimmerFidelity: The #SP500 as of this morning has rallied 28% from the 3/23 low of 2192 to a new recovery high of 2813. This is a 50% r…
522;2020-04-09 22:37:06+00:00;RT @davidj_french: A seismic shift is coming: Four of the biggest lenders to US shale are setting up companies that would allow them to sei…
523;2020-04-09 22:36:37+00:00;Made a quick check this morning 🤑💰📊📈#Forex #Pips #Stocks https://t.co/Et9nwKdXzg
524;2020-04-09 22:36:27+00:00;-$0.02 EPS Expected for Coeur Mining Inc $CDE This Quarter https://t.co/dw3a5VdhTI #stocks
525;2020-04-09 22:36:26+00:00;RT @realJuicytrades: Making money in the stock market is easy when you have a method and a team there to back you. Im up over 1.3 million t…
526;2020-04-09 22:36:26+00:00;$0.79 Earnings Per Share Expected for WNS $Holdings Limited $WNS This Quarter https://t.co/ypwXMhG0Xn #stocks
527;2020-04-09 22:36:17+00:00;VIDEO - $ICD Stock Technical Analysis - 04-09-2020 - watch here: https://t.co/92iAiyPK41 #stock #stocks #stocktrading
528;2020-04-09 22:36:16+00:00;"RT @SpotlightGrowth: $MWK had very strong day, up 21.73% to $2.14 on strong volume of 149.9k shares

Stronger-than-expected prel. Q1 2020 n…"
529;2020-04-09 22:36:11+00:00;"https://t.co/9VjKMnpm7n

#AWI_Jobs Armstrong World up 7.4% = $278.7 million gain. At $3.8 billion marketCap, $AWI represents 26.3% of the $14.3 billion #NASDAQ/#NYSE #plastic #products industry.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE https://t.co/Y43jbPCtsm"
530;2020-04-09 22:36:01+00:00;"S&amp;P 500 | $SPX | $SPX500 $USD

S&amp;P 500 UPDATE OF FORECAST

Long or short it with BTC on Trade8: https://t.co/Yn1Wyxwotl https://t.co/DtOBlzSX35"
531;2020-04-09 22:35:50+00:00;"#OIL Sentiment ($22.50)

What’s next for the OIL?

$DIA #DJIA $SPY $AAPL $AMZN $FB $NFLX $GOOG $NVDA $TSLA $AVGO $IWM $SOXX $USO $GLD $XLF $ETH $XRP $LINK $BA $AAL $MGM $CCL $LTC $XOM $MRO $ET $OXY $BP $HAL $APA $DVN $COG $PX $JAG $TDOC #OPEC #OOTT #BTC #Bitcoin"
532;2020-04-09 22:35:24+00:00;"RT @andrewnyquist: $SPX Time &amp; Price A-B-C recoveries. #IBDpartner

Time says 6 days up, then pullback, then 6 days up (ending April 9). Pr…"
533;2020-04-09 22:35:20+00:00;RT @MonitorAction: $AAPL Luca Maestri sells $11M Worth Of Apple Inc. Stock https://t.co/1h0cKNy405
534;2020-04-09 22:35:14+00:00;RT @quakes99: Ux #Uranium Futures moved further above US$29 overhead resistance today 🥊 to close UP 35c +1.2% at US$29.45/lb for April Cont…
535;2020-04-09 22:34:50+00:00;"Unemplyment rates at All Time Highs in thr US! 🔥

#hive #posh #ocd #hiveisalive #hiveblogshare #stocks #covid19 🔥https://t.co/EMkbzjnXYF"
536;2020-04-09 22:34:40+00:00;"RT @unseen1_unseen: Market finishes higher.   

Dow up +280pts 
SP500 up +1.44%
Nasdaq up 0.77%

It was a very good week for the market. Fi…"
537;2020-04-09 22:34:36+00:00;"@rsosa8 They also don’t support the C-Band auction plan which is likely to result in $VZ, $T and others deploying home broadband.

All talk, no action. These are the facts.

https://t.co/RBggkNAyG5"
538;2020-04-09 22:34:22+00:00;$AAPL Luca Maestri sells $11M Worth Of Apple Inc. Stock https://t.co/1h0cKNy405
539;2020-04-09 22:34:09+00:00;$AAPL - Statement of Changes in Beneficial Ownership (4) https://t.co/rCcyiBshja
540;2020-04-09 22:34:06+00:00;$AAPL - Statement of Changes in Beneficial Ownership (4) https://t.co/A6hgZO9q4j
541;2020-04-09 22:34:04+00:00;$AAPL - Statement of Changes in Beneficial Ownership (4) https://t.co/M8dnc2PRtR
542;2020-04-09 22:34:03+00:00;"@HedgeyeDDale This is Powells ""medicare, I mean... stocks for all!"" Moment. $spx"
543;2020-04-09 22:33:50+00:00;"Coronavirus stocks backed by underlying scientific evidence supporting a range of treatment strategies for coronavirus patients infected with COVID-19.

$CYDY $REGN $GILD $MDNA $NNVC $COCP $BIXT $INO $VXRT $NVAX

#coronavirus #stocks #news #covid19 https://t.co/ypN5rOFsbF"
544;2020-04-09 22:33:25+00:00;"RT @stockbeep: Breakout #stocks (moved above recent resistance)

$BAC $RIG $WFC $M $C $JPM $SWN $SQ $SNAP $VER 

Sort results by Time, Chg,…"
545;2020-04-09 22:33:09+00:00;$PFE new drug stops covid replication.
546;2020-04-09 22:33:08+00:00;$RHUHF - Richelieu Hardware Ltd. (RHUHF) CEO Richard Lord on Q1 2020 Results - Earnings Call Transcript. https://t.co/4DkVI9LlUV #markets #stocks #business
